11,"""Top 11 Compete""","July 18, 2011","Mystery Box Challenge: The contestants had a lobster in their Mystery Box. Derrick, Alejandra and Jennifer were the top three. Jennifer won.
Challenge Winner: Jennifer Behm
Elimination Test: In this challenge with an aphrodisiac theme, Jennifer got to pick from core ingredients for everyone to cook with. She picked truffle and was given the option to watch everyone cook but she decided to stay and cook with everyone else. Tracy and Giuseppe were the top two and named captains for the next team challenge.
Winners: Giuseppe Morisco and Tracy Kontos
Bottom three: Adrien Nieto, Erryn Cobb and Jennifer Behm
Eliminated: Erryn Cobb"
12,"""Top 10 Compete""","July 19, 2011","Team Challenge: Tracy led the Blue team, with Adrien, Jennifer, Christian, and Christine as her brigade, and Giuseppe led the Red team, with Alejandra, Ben, Suzy, and Derrick as his brigade. The team captains were able to spend a few minutes alone with the judges' mothers to find out what they liked, as they were the judges for this contest. The Blue Team won the challenge.
Team Challenge Winners/Immune: Adrien Nieto, Christian Collins, Christine Corley, Jennifer Behm and Tracy Kontos
Pressure Test: The Red Team were given 30 minutes to create the perfect Eggs Benedict. Ben and Suzy were the only two to cook competent dishes.
Bottom three: Alejandra Schrader, Derrick Prince and Giuseppe Morisco
Eliminated: Giuseppe Morisco"
13,"""Top 9 Compete""","July 26, 2011","Mystery Box Challenge: The contestants found some hand-dived scallops in their Mystery Boxes. The top three consisted of Christian, Adrien and Ben. Adrien's dish won.
Challenge Winner: Adrien Nieto
Elimination Test: Adrien got to choose between nine different cuts of pork, ranging from easy to hard. He chose double cut pork chops for himself, pork belly for Suzy, cheeks for Christian, ground pork for Jennifer, bacon for Tracy, baby back ribs for Christine, boneless center cut pork loin for Alejandra, pork butt for Ben, and St. Louis style ribs for Derrick. The contestants only got one hour to cook their pork dish. Christian and Christine were named team captains for the next challenge for having the best dishes. Derrick, Ben, Adrien, and Tracy were judged to have done enough to move on.
Winners: Christian Collins and Christine Corley
Bottom three: Alejandra Schrader, Jennifer Behm and Suzy Singh
Eliminated: Alejandra Schrader"
14,"""Top 8 Compete""","August 1, 2011","Team Challenge: The teams must cater for a children's party. The Red team consists of Christine, Ben, Suzy, and Tracy. The Blue team consists of Christian, Adrien, Jennifer, and Derrick. Their menus had to contain a slider and a side dish without using beef or potatoes. The Red Team received the most votes.
Team Challenger Winners/Immune: Ben Starr, Christine Corley, Suzy Singh and Tracy Kontos
Pressure Test: Christian, Jennifer, Derrick and Adrien faced a soufflé challenge, in which they were given 90 minutes to cook their best cheese soufflé. The judges thought every contestant's soufflé was delicious, therefore no one was eliminated.
Eliminated: None"
15,"""Top 8 Compete Again""","August 2, 2011","Mystery Box Challenge: In a Mystery Box, contestants were to cook a dish with core ingredients of beef and seafood. Adrien, Jennifer and Suzy landed in the top three and it was Jennifer's dish that won.
Challenge Winner: Jennifer Behm
Elimination Test: Jennifer got to pick from the three judges' childhood favorite dishes. She picked Gordon's tomato soup and grilled cheese sandwich, and the contestants had 45 minutes to turn it into a gourmet dish. Suzy and Tracy had the best dishes and earned the title of team captains for the next challenge.
Winners: Suzy Singh and Tracy Kontos
Bottom three: Ben Starr, Christine Corley and Derrick Prince
Eliminated: Christine Corley and Derrick Prince"
16,"""Top 6 Compete""","August 8, 2011","Team Challenge: The top six were taken to Patina restaurant in Los Angeles, where they had to run a dinner service. Tracy selected Adrien and Jennifer as her Blue Team, and Christian and Ben cooked with Suzy in the Red Team. The Red Team was declared the winner.
Team Challenge Winners/Immune: Ben Starr, Christian Collins and Suzy Singh
Pressure Test: Tracy, Jennifer and Adrien faced off in a Pressure Test with a salmon theme. They were to correctly fillet a whole salmon and cut it into at least ten portions. They then had to cook one portion and serve it to the judges. Jennifer performed best overall.
Bottom two: Adrien Nieto and Tracy Kontos
Eliminated: Tracy Kontos"
17,"""Top 5 Compete""","August 9, 2011","Mystery Box Challenge: The contestants were given three kinds of ground meat as a core ingredient for a dish of their choosing with other ingredients from the box, which they had to cook within 60 minutes. The top three consisted of Jennifer, Adrien and Ben, with Ben's emerging triumphant.
Challenge Winner: Ben Starr
Elimination Test: Ben got to pick one of Gordon Ramsay's signature dishes for everyone to cook. He also got to ask Gordon three questions about the recipe, with no recipe given to the other contestants. Suzy's dish was deemed the overall best.
Winner: Suzy Singh
Bottom two: Adrien Nieto and Ben Starr
Eliminated: Ben Starr"
18,"""Top 4 Compete""","August 15, 2011","Team Challenge: The top four were divided in two teams and cooked a dish for the judges, who were joined by 3 judges from international versions of MasterChef. Suzy was allowed to pick which of the other three chefs she wanted to work with, and chose Christian for her Red Team. Jennifer and Adrien's dish earned the Blue Team the win for this challenge.
Team Challenge Winners/Immune: Adrien Nieto and Jennifer Behm
Pressure Test: Suzy and Christian went head-to-head and were given 90 minutes to recreate a lemon meringue pie.
Eliminated: Suzy Singh"
19,"""Top 3 Compete""","August 16, 2011","Mystery Box Challenge: The final three chefs were asked to cook a dish using chicken in one hour. Adrien won the challenge.
Challenge Winner: Adrien Nieto
Elimination Test: Adrien, Jennifer and Christian were shown ingredients that were three of Joe's favorites. Adrien got to choose his ingredient and chose the octopus. Christian then got the chance to choose both his and Jennifer's ingredient for their entrees. Christian chose veal leaving Jennifer with mushrooms. Adrien was the winner.
Winner: Adrien Nieto
Bottom two: Christian Collins and Jennifer Behm
Eliminated: Christian Collins"
20,"""Winner Revealed""","August 16, 2011","Season Final: Adrien and Jennifer faced off in a single challenge to determine who wins the title of MasterChef and $250,000. They were given two hours to create a three-course menu of their choosing.
Starter: Jennifer's starter was Pan Seared Scallops with Quail Egg, Creamed Corn and Pea Puree. Adrien's dish was Spot Prawn Taquitos with Avocado Sauce, Masago and Micro Greens
Entree: Jennifer's entree was Stuffed Quail with Creamy Potatoes and Spinach, and Adrien's was Beer Braised Short Ribs with Cauliflower-Parsnip Puree and Rainbow Chard.
Dessert: Jennifer's dish was Braised Pear with Poached Apples and Mascarpone, and Adrien's was Flourless Chocolate Cake Infused with Blood Orange, Passion Fruit and Chipotle.
Final Two: Adrien Nieto and Jennifer Behm
Jennifer was pronounced the winner of the competition, taking away $250,000 and the MasterChef title.
MasterChef Winner: Jennifer Behm"
