11,"""Top Nine Compete""","July 9, 2012","Mystery Box Challenge: The contestants were each tasked with creating a dish using a live sea urchin, or uni. After a demonstration from Gordon, the contestants were given sixty minutes to prepare their dishes. The top were Felix, Josh, and Stacey. Felix won.
Challenge Winner: Felix Fang
Elimination Test: Felix was presented with nine different types of fish and was able to decide who was to cook which fish. Felix selected the halibut for herself, the rock fish for Becky, the salmon for Christine, the yellowtail for David, the catfish for Frank, the sardines for Josh, the John Dory for Monti, the striped bass for Stacey, and the Arctic char for Tali. Frank and Monti had the best two dishes and were selected as the team captains for the next Team Challenge.
Winners: Frank Mirando and Monti Carlo
Bottom three: Christine Hà, David Martinez and Tali Clavijo
Eliminated: Tali Clavijo"
12,"""Top 8 Compete""","July 16, 2012","Team Challenge: The contestants were tasked with feeding 101 cowboys and cowgirls. Frank picked Becky, Josh, and Felix for the Red Team, while Monti picked Stacey, David, and was left with Christine on the Blue Team. Frank and Monti were then forced to switch teams. Each cowboy and cowgirl would vote for the dish that he or she preferred, and the first team to 51 votes would win the challenge. The Blue Team was able to secure the win.
Team Challenge Winners/Immune: Christine Hà, David Martinez, Frank Mirando and Stacey Amagrande
Pressure Test: The judges asked the Red Team to select one cook to be saved from the Pressure Test. The decision effectively fell to Monti and she selected Felix. The other three had to cook eggs four different ways at once. Monti had the best eggs.
Immune: Felix Fang
Bottom two: Becky Reams and Josh Marks
Eliminated: Josh Marks"
13,"""Top 7 Compete""","July 17, 2012","Mystery Box Challenge: The contestants entered the kitchen to find a huge mystery box, inside of which was Paula Deen, who would serve as a guest judge. The contestants worked with ingredients from southern cuisine. The three best dishes were Becky's, Frank's, and David's. The judges and Paula declared Frank the winner of the Mystery Box.
Challenge Winner/Immune: Frank Mirando
Elimination Test: Frank was shown a sampler of Japanese cuisine. After awarding Frank with immunity, the judges revealed that the other six contestants would be divided into three pairs to replicate the sampler; one team member would cook while the other would direct, swapping roles every fifteen minutes. Frank was able to form the teams. He paired Becky with David, Felix with Monti, and Christine with Stacey. Felix and Monti had the best sampler and Christine and Stacey had the worst.
Winners: Felix Fang and Monti Carlo
Bottom two: Christine Hà and Stacey Amagrande
Eliminated: Stacey Amagrande"
14,"""Top 6 Compete, Part 1""","July 23, 2012","Special Mystery Box Challenge: The final six were surprised by being told that they would not have to cook anything this episode, and that instead the eight contestants eliminated prior (Stacey, Josh, Tali, Tanya, Mike, Anna, Scott, and Ryan) would return for a Mystery Box challenge, with the top two getting the opportunity to win back their place in the competition. Josh and Ryan ended up as the top two.
Special Pressure Test: Josh and Ryan had to each create a fruit tart, with the six remaining contestants blindly tasting and voting for their favorite. All six contestants voted for Josh's tart, earning him a return to the competition.
Reinstated: Josh Marks"
15,"""Top 6 Compete, Part 2""","July 24, 2012","Mystery Box Challenge: The final seven were asked to make a dish featuring prawns, which they would have to fish out of an aquarium they each got. The three best dishes were Becky's, Christine's, and David's. David won the challenge.
Challenge Winner: David Martinez
Elimination Test: The theme of the challenge were savoury desserts. David chose the corn as the ingredient and was shown three examples of corn desserts in order to give him ideas. The judges decided the two best dishes were Becky's and Frank's, making them team captains for the next team challenge.
Winners: Becky Reams and Frank Mirando
Bottom three: David Martinez, Felix Fang and Josh Marks
Eliminated: Felix Fang"
16,"""Top 6 Compete, Part 3""","August 14, 2012","Team Challenge: The cooks were brought to Hatfield's restaurant and told that they would be running the kitchen that night, with Gordon expediting, Graham as sous chef and Joe as the head waiter. The Red Team was led by Becky with Christine and Monti, and the Blue Team was led by Frank with David and was left with Josh. The contestants would be taught how to make the restaurant's menu from the owners, who would also be diners for the service. The judges declared the women the winners based on overall feedback.
Team Challenge Winners/Immune: Becky Reams, Christine Hà and Monti Carlo
Pressure Test: Frank was allowed to exempt a member of his team. He saved himself. David and Josh had to cook three filet mignon steaks: one rare, one medium-rare, and one well done.
Immune: Frank Mirando
Eliminated: David Martinez"
17,"""Top 5 Compete""","August 21, 2012","Mystery Box Challenge: The home cooks were allowed to fill a Mystery Box with up to fifteen ingredients of their choosing. Gordon then asked them to give their ingredients to the cook in front of them. Thus, Christine wound up with Becky's ingredients, Monti ended up with Christine's Asian ingredients, Frank wound up with Monti's dessert box, Josh ended up with Frank's Italian ingredients, and Becky received Josh's southern-cuisine ingredients. Josh beat out Monti and Christine to win.
Challenge Winner: Josh Marks
Elimination Test: Given three dishes made by Graham, Josh chose everyone to make his white tuna dish, being given a basket containing all the necessary ingredients. Graham told the contestants that they may improve upon his dish if they deemed it necessary. Christine had the best dish.
Winner: Christine Hà
Bottom three: Becky Reams, Josh Marks and Monti Carlo
Eliminated: Monti Carlo"
18,"""Top 4 Compete""","August 28, 2012","Team Challenge: The home cooks were asked to prepare a three course meal in pairs for the judges, plus French chefs Guy Savoy, Daniel Boulud, and Alain Ducasse. For winning the last challenge, Christine gets to pick her teammate. She chose Becky as her teammate on the Red Team, leaving Frank and Josh as the Blue Team. The judges opted for the Red Team's appetizer, the Blue Team's entrée, and finally the Red Team's dessert, giving Becky and Christine the win.
Team Challenge Winners/Immune: Becky Reams and Christine Hà
Pressure Test: Frank and Josh had to make three soufflés in an hour. Josh defeated Frank two dishes to one, eliminating him.
Eliminated: Frank Mirando"
19,"""Top 3 Compete""","September 4, 2012","Mystery Box Challenge: The home cooks were tasked to cook a signature entree for their potential cookbook in 60 minutes. Christine's was named as the winning dish and Josh came second.
Challenge Winner: Christine Hà
Elimination Test: The test was to cook one of three legs of meat. Christine got the first pick and chose chicken legs. Josh then chose lamb legs, leaving Becky with frog legs. Josh had the best dish and became the first finalist.
Winner: Josh Marks
Bottom two: Becky Reams and Christine Hà
Eliminated: Becky Reams"
20,"""Winner Chosen""","September 10, 2012","Season Final: Christine and Josh were given two hours to create a three-course menu of their choosing.
Appetizer: Christine's is Thai papaya salad with crab and mixed vegetables; Josh's is butter poached lobster with grits and sweet potato purée.
Entree: Christine's is braised pork belly with rice, crispy kale and maitake mushrooms; Josh's is rack of lamb with green curry sauce, spring peas, carrots, and parsnip purée.
Dessert: Christine's is coconut lime sorbet with a ginger tuile; Josh's is bacon crusted pecan pie with vanilla bean and cinnamon ice cream.
Final Two: Christine Hà and Josh Marks
Winner Revealed: Christine Hà was pronounced the winner of the competition, taking away $250,000, the MasterChef title, and a cookbook deal. In addition, she became the first blind and Asian contestant to win the title.[2]
MasterChef Winner: Christine Hà"
