11,"""Top 13 Compete""","June 26, 2013","Mystery Box Challenge: The contestants lift their boxes to reveal a pig head for their mystery box challenge. The top three dishes were Lynn's, Jessie's, and Jonny's. Lynn was winner of this week's Mystery Box.
Challenge Winner/Immune: Lynn Chyi
Elimination Test: Lynn became in control of the next elimination test. This week, the theme of the elimination test revolved around the favorite ingredients of MasterChef Season 3 Winner, Christine Hà. Lynn's first advantage was that he did not have to compete in the challenge and was safe from elimination. Then, the judges presented him with three of Christine's favorite ingredients, and Lynn was able to pick the ingredient that one particular contestant would cook with and also choose one other ingredient that all of the other contestants would cook with. He chose Krissi to make a catfish dish, while the rest of contestants were given a crab as their main component. They were given 60 minutes. The top two dishes belonged to James and Natasha, giving them the roles of team captains in the next team challenge.
Winners: James Nelson and Natasha Crnjac
Bottom three: Beth Kirby, Krissi Biasiello and Luca Manfe
Eliminated: Beth Kirby"
12,"""Top 12 Compete""","June 26, 2013","Team Challenge: The two teams are in charge of preparing a meal for a wedding. First, the competitors receive a long list from the bride about her dislikes. The teams must produce two stunning entrees that would match the quality of the appetizer and dessert - a non-vegetarian and a vegetarian dish. Blue Team captain James chooses Lynn, Jessie, Jonny, Bri and Luca to be on his team. Red Team captain Natasha chooses Eddie, Jordan, Bethy, Savannah and Krissi to be on her team. Additionally, the judges tell the captains they must choose one person on their team who will not participate in the team challenge. James excuses Bri from the challenge. Natasha opts to excuse Krissi. The Red Team are deemed the winners, leaving the Blue Team to face the pressure test.
Immune: Bri Kozior and Krissi Biasiello
Team Challenge Winners/Immune: Bethy Rossos, Eddie Jackson, Jordan Roots, Natasha Crnjac and Savannah Sturges
Pressure Test: For this week's pressure test, the contestants are tasked with making a box of twelve perfect macarons. However, the team was told that only two of them would compete in the test, and that the judges would determine who would be safe.
Immune: James Nelson, Jessie Lysiak and Luca Manfe
Bottom two: Jonny Blanchard and Lynn Chyi
Eliminated: Jonny Blanchard"
13,"""Top 11 Compete""","July 10, 2013","Mystery Box Challenge: For this week's challenge, Eva Longoria surprised the contestants with a Mexican-themed mystery box where she handpicked all the ingredients. The top three dishes were Bri's, Eddie's, and Savannah's. The judges and Eva decided that Bri's dish was the best.
Challenge Winner/Immune: Bri Kozior
Elimination Test: Bri received safety from the Elimination Test and was shown two baskets of ingredients. The first basket contained sweet ingredients, and the contestants who received this basket would be given the full 60 minutes to prepare their dish. The second basket contained a variety of savory ingredients, and the contestants who received this basket would only be given 30 minutes to produce a dish. Bri was told that she would have to pick one person who would cook with one basket and the other 9 competitors would cook with the other. She decided give Natasha the savory basket and gave all the other contestants the sweet basket. The judges decided that Jessie's dish was the best and she was made a captain of the next team challenge.
Winner: Jessie Lysiak
Bottom three: James Nelson, Krissi Biasiello and Lynn Chyi
Eliminated: Lynn Chyi"
14,"""Top 10 Compete""","July 10, 2013","Team Challenge: The contestants were brought to Huntington Beach, California to serve 101 surfers a meal of fish tacos. The contestants were split into two teams and Jessie was given the ability to choose her entire team as well as the other team. She chose to have James, Eddie, Bethy, and Natasha for her Blue Team, then chose Savannah to be the team captain for the Red Team consisting of her, Jordan, Krissi, Luca, and Bri. The Blue Team won the challenge 51 to 25. The Blue Team also won tickets to the 2013 MLB All-Star Game.
Team Challenge Winners/Immune: Bethy Rossos, Eddie Jackson, James Nelson, Jessie Lysiak and Natasha Crnjac
Pressure Test Prior to the test, the Red Team members were told that they could exempt one member. The team agreed to exempt Jordan. In this test, the competitors had 40 minutes to cook chicken breast in three different ways. Krissi was the first to safety. Luca was then also sent to safety, leaving Bri and Savannah as the bottom two.
Immune: Jordan Roots
Bottom two: Bri Kozior and Savannah Sturges
Eliminated: Savannah Sturges"
15,"""Top 9 Compete""","July 17, 2013","Mystery Box: For this week there are two boxes. A small box at the contestant's stations as well as a large box spanning the length of the front table. Under their personal boxes was a meat grinder/sausage maker and under the large box was a wide variety of proteins. The top three dishes were Natasha's, Eddie's, and Krissi's. The judges declared Eddie the winner.
Challenge Winner/Immune: Eddie Jackson
Elimination Test: Eddie received immunity and was thus safe from elimination. He was given the opportunity to choose between three ingredients which are usually used in judges' restaurants. Eddie chose mushrooms before being informed that half of the home cooks would be cooking with fresh wild mushrooms and the other half would be cooking with canned mushrooms. Eddie assigned the canned mushrooms to Natasha, Jessie, Krissi and Luca, and left the fresh mushrooms for James, Jordan, Bethy and Bri. Bri and Natasha had the best dishes and became team captains for the next challenge.
Winners: Bri Kozior and Natasha Crnjac
Bottom three: Bethy Rossos, James Nelson and Jordan Roots
Eliminated: Bethy Rossos"
16,"""Top 8 Compete""","July 24, 2013","Team Challenge: Dropped off in the middle of nowhere, the competitors had to prepare a restaurant quality dish with essential ingredients and no kitchen tools, and also had spent the night in the hills. Bri chose James, Eddie and Luca for Red Team, and Natasha picked Jordan, Jessie and Krissi on Blue Team. Gordon stated that Bri and Natasha were forced to switch teams. Bri was able to choose the main ingredient between rabbits and pigeons. She chose the rabbits for her team, leaving Natasha's team with the pigeons. The Red Team was victorious, sending the Blue Team to the Pressure Test.
Team Challenge Winners/Immune: Eddie Jackson, James Nelson, Luca Manfe and Natasha Crnjac
Pressure Test The winning team had the option of exempting one of the members of the losing team from elimination. The Red Team decided to send Krissi to safety. Jessie, Jordan, and Bri are required to create a platter of six perfect chocolate éclairs.
Immune: Krissi Biasiello
Bottom two: Bri Kozior and Jessie Lysiak
Eliminated: Bri Kozior"
17,"""Top 7 Compete""","July 31, 2013","Mystery Box: The contestants found another huge mystery box where the judges are usually standing. Inside the box was the competitors' loved ones. The theme of this episode's mystery box was a dish that is inspired by their respective loved ones. Natasha's, Jessie's, and Luca's were chosen to be the top three dishes, with Luca's being singled out to be the best.
Challenge Winner/Immune: Luca Manfe
Team Challenge: Luca was safe from elimination and had to pair up the remaining six competitors for the elimination challenge. The format of the challenge was a tag team, with each member of the pairing taking a 15-minute turn to work on a sushi. Luca paired Jessie and Eddie, Jordan and James, and Natasha and Krissi. Natasha and Krissi's platter was declared the winner.
Team Challenge Winners: Krissi Biasiello and Natasha Crnjac
Bottom two: Eddie Jackson and Jessie Lysiak
Eliminated: Eddie Jackson"
18,"""Top 6 Compete""","August 7, 2013","Elimination Test #1: The judges invited back three previously eliminated competitors to compete for a spot back in the competition. Gordon brought back Bri, Joe invited back Lynn, and Graham picked Bime. The three were charged with cooking as many perfectly cooked sunny-side up eggs as they could in fifteen minutes, with the two cooks with the most perfect eggs facing off in the next challenge. Lynn plated only 8 perfect eggs. Bri, with 13 perfect eggs, passed on to the next challenge, and was then joined by Bime, who cooked 16 perfect ones thus eliminating Lynn.
Elimination Test #2: The remaining contestants and Joe Bastianich would blind taste test dishes to determine which home cook would rejoin them. Bri and Bime were presented with two Alaskan king salmon. The judges told the two cooks to serve up to seven portions of pan-seared salmon with sides within 60 minutes. Bri won four of the seven votes.
Reinstated: Bri Kozior"
19,"""Top 7 Compete""","August 14, 2013","Mystery Box: This week, the contestants opened their mystery boxes to find a single T-bone steak. The time limit was 45 minutes. The judges chose to taste Jordan's, Luca's, and Krissi's. The judges decided that Krissi would be the winner of this week's mystery box.
Challenge Winner/Immune: Krissi Biasiello
Elimination Test: The theme of the elimination test was poultry. Krissi was safe from elimination and was able to assign one bird to each of the remaining competitors. Krissi gave Natasha the pheasant, Luca the turkey and Jordan the quail, then assigned the duck to James, the chicken to Jessie, and the pigeon to Bri. The contestants were given 60 minutes to produce a dish using their bird. Natasha's and Bri's were the top two dishes of the night, giving them the roles of team captains in the next team challenge.
Winners: Bri Kozior and Natasha Crnjac
Bottom two: Jessie Lysiak and Jordan Roots
Eliminated: Jordan Roots"
20,"""Top 6 Compete""","August 21, 2013","Team Challenge: Gordon informed the group that their next challenge would involve a dinner service in WP24, a Los Angeles Asian restaurant owned by renowned chef Wolfgang Puck. The contestants were split into two teams: Red Team captain Natasha led Jessie and Luca, while Blue Team captain Bri led James and Krissi. The teams served a limited menu which consisted of two appetizers and two dinner entrées. The next morning, the Red Team was announced as the winner, giving them immunity from the pressure test.
Team Challenge Winners/Immune: Jessie Lysiak, Luca Manfe and Natasha Crnjac
Pressure Test: This pressure test required Bri, Krissi and James to recreate a plate of fried calamari with marinara sauce in 60 minutes. James' calamari was the first to be sent to safety.
Bottom two: Bri Kozior and Krissi Biasiello
Eliminated: Bri Kozior"
21,"""Top 5 Compete, Part 1""","August 28, 2013","Mystery Box: Gordon, Graham and Joe announced that their sons would choose 15 items for the mystery box. They assembled the box with a lot of sweets, fruit and baking items, leading to all of the competitors to creating desserts. Luca's, Jessie's, and James' were the best creations. James won the Mystery Box challenge.
Challenge Winner/Immune: James Nelson
Elimination Test: The judges awarded immunity to James, and then showed him the best dishes they had ever eaten in their life; James chose Gordon's hủ tiếu dish. The remaining competitors had to taste the dish then grab the correct ingredients from the pantry and recreate it in 75 minutes. Luca's dish was deemed the best dish of the night and won the elimination challenge. The judges then did not eliminate anyone.
Winner: Luca Manfe
Eliminated: None"
22,"""Top 5 Compete, Part 2""","August 28, 2013","Off-site challenge: The competitors faced each other for two spots in the final four and to save themselves from the Pressure Test. In this challenge, they had to cook for 50 guests with each home cook responsible for serving ten guests each of a special charity lunch hosted in Paula Deen's ranch an entreé composed of a protein and two sides. Luca was able to assign five protein items: he chose pork chops for himself, he gave alligator to Jessie, catfish to Natasha, shrimp to Krissi, and chicken to James. Paula Deen declared Luca and Jessie as the winners of the challenge.
Challenge Winners/Immune: Jessie Lysiak and Luca Manfe
Pressure Test: In this Pressure Test, Luca and Jessie had the advantage of giving to each cook an item to replicate. They assigned Gordon's seared scallop salad to Natasha, Joe's filet rossini to Krissi, and Graham's Greek yogurt panna cotta to James. They had 45 minutes to find out the ingredients and replicate them.
Eliminated: James Nelson"
23,"""Top 4 Compete""","September 4, 2013","Team Mystery Box challenge: The four remaining competitors were divided into two teams and had two huge boxes with 50 ingredients to make a classic three-course menu with appetizer, entreé and dessert. Luca had the advantage of choosing his partner and the box. He opted for Natasha forming the Blue team, while Jessie and Krissi formed the Red team. The judges declared Luca and Natasha to be the winners and secured their spots in the semifinals, while sending Jessie and Krissi to the season's final pressure test.
Team Challenge Winners/Immune: Luca Manfe and Natasha Crnjac
Pressure Test: Chocolate was the theme of this pressure test. Jessie and Krissi had 75 minutes to create three desserts featuring chocolate. In the end, Joe picked Jessie to join Natasha and Luca in the final three, resulting in Krissi being sent home.
Eliminated: Krissi Biasiello"
24,"""Top 3 Compete""","September 4, 2013","Mystery Box challenge: For the season's final Mystery Box challenge, the three competitors were each given a box with all the ingredients necessary to recreate and improve the dishes they served in their initial auditions. Jessie's dish was deemed as the best.
Challenge Winner: Jessie Lysiak
Elimination Test: All three contestants were called into the pantry, and three ""best of the best"" ingredients were shown to them. Jessie chose the Kobe beef, Natasha selected the king crab, this left Luca with the Grana Padano.
Winner: Natasha Crnjac
Bottom two: Jessie Lysiak and Luca Manfe
Eliminated: Jessie Lysiak"
25,"""Winner Chosen""","September 11, 2013","Season Final: The finalists Luca and Natasha were charged with creating a perfect, cohesive three-course dinner, with one hour of cooking time for each of them.
Appetizer: Natasha prepared pan-seared scallops, seaweed salad, couscous, and a cauliflower puree, while Luca decided on pan-seared duck liver with caramelized peaches, Asian pear chutney, and a toasted French brioche.
Entree: Natasha cooked a five-spice monkfish with rendered caul fat, infused jasmine rice, and coconut curry sauce. Luca opted for tamarind and balsamic-braised beef short ribs with a Sunchoke and truffle puree and sauteed chanterelle mushrooms.
Dessert: Both chose to serve panna cotta. Natasha served up a coconut yogurt panna cotta with passion fruit coulis, accompanied by edible flowers. Luca presented the judges a basil panna cotta with sweet tomato jam, mascarpone, honey cream, and granulated basil.
Final Two: Luca Manfe and Natasha Crnjac
Winner Revealed: The judges declared Luca Manfe the winner of season 4. In winning, he became the first previous-season returnee to win the title.
MasterChef Winner: Luca Manfe"
